"PersonNumber","FirstName","LastName","GenderAsString","CantonAbbreviation","CouncilAbbreviation","PartyAbbreviation","DateJoining","DateLeaving"
1199,"Rudolf","Friedrich","m","ZH","CF","PRD","1982-12-08T00:00:00","1984-10-20T00:00:00"
2613,"Ulrich","Luder","m","SO","CE","PRD","1967-12-04T00:00:00","1979-11-25T00:00:00"
2613,"Ulrich","Luder","m","SO","CE","PRD","1967-12-04T00:00:00","1979-11-25T00:00:00"
1834,"Basil Ferdinand","Curti","m","SG","CN","PRD","1860-01-09T00:00:00","1866-12-02T00:00:00"
492,"Fernand","Mariétan","m","VS","CN","PDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
1372,"Adolf","Aeschbach","m","AG","CN","PSS","1943-12-06T00:00:00","1959-12-06T00:00:00"
2359,"Casimir","Huber","m","BE","CN","AdI","1962-09-17T00:00:00","1971-11-28T00:00:00"
1550,"Adolf","Blaser","m","BE","CN","PSS","1967-12-04T00:00:00","1970-06-01T00:00:00"
1869,"Frédéric-Jules","De Rabours","m","GE","CN","PLS","1917-12-03T00:00:00","1925-12-06T00:00:00"
1152,"André","Daguet","m","BE","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
2988,"Joh. Rudolf","Raschle","m","SG","CN","PRD","1860-12-03T00:00:00","1863-04-01T00:00:00"
645,"Elisabeth","Kopp","f","ZH","CN","PRD","1979-11-26T00:00:00","1984-10-02T00:00:00"
1593,"Roger","Bonvin","m","VS","CF","CCS","1962-09-27T00:00:00","1973-12-31T00:00:00"
3432,"Abraham-L.","Tourte","m","GE","CN","PRD","1851-12-01T00:00:00","1854-12-03T00:00:00"
1928,"Carlo","Dotta","m","TI","CE","PRD","1871-11-06T00:00:00","1872-03-01T00:00:00"
2564,"Adolf","Landolt","m","BL","CN","PSS","1959-06-15T00:00:00","1959-12-06T00:00:00"
398,"Hans-Rudolf","Merz","m","AR","CF","PRD","2009-01-01T00:00:00","2009-12-31T00:00:00"
1370,"A. Otto","Aepli","m","TG","CE","PRD","1919-01-27T00:00:00","1921-11-04T00:00:00"
3219,"Edmund L.","Schulthess","m","AG","CE","PRD","1905-12-04T00:00:00","1912-07-01T00:00:00"
1390,"Gustav","Altherr","m","AR","CN","PRD","1931-06-01T00:00:00","1935-12-01T00:00:00"
3893,"Anita","Lachenmeier-Thüring","f","BS","CN","PES","2007-12-03T00:00:00","2011-12-04T00:00:00"
1934,"Jakob","Dubs","m","ZH","CE","Lib*","1854-12-04T00:00:00","1861-07-01T00:00:00"
1934,"Jakob","Dubs","m","ZH","CE","Lib*","1854-12-04T00:00:00","1861-07-01T00:00:00"
1934,"Jakob","Dubs","m","ZH","CE","Lib*","1854-12-04T00:00:00","1861-07-01T00:00:00"
1203,"Lise","Girardin","f","GE","CE","PRD","1971-11-29T00:00:00","1975-11-30T00:00:00"
2231,"Leo","Guntern","m","VS","CE","CCS","1959-12-07T00:00:00","1967-12-03T00:00:00"
17,"Silvio","Bircher","m","AG","CN","PSS","1979-11-26T00:00:00","1993-05-31T00:00:00"
1890,"Caspar","Decurtins","m","GR","CN","FödP*","1881-12-05T00:00:00","1905-12-03T00:00:00"
2163,"Karl","Glatthard","m","BE","CN","PRD","1967-12-04T00:00:00","1971-11-28T00:00:00"
3401,"Johann Georg","Tanner","m","AR","CN","PRD","1875-12-06T00:00:00","1878-12-01T00:00:00"
1638,"Albin","Breitenmoser","m","BS","CN","CCS","1963-12-02T00:00:00","1975-11-30T00:00:00"
3118,"Alfred","Schaller","m","BS","CN","PRD","1947-12-01T00:00:00","1977-10-07T00:00:00"
3118,"Alfred","Schaller","m","BS","CN","PRD","1947-12-01T00:00:00","1977-10-07T00:00:00"
3118,"Alfred","Schaller","m","BS","CN","PRD","1947-12-01T00:00:00","1977-10-07T00:00:00"
2851,"A.-Edouard","Odier","m","GE","CN","PLS","1897-03-15T00:00:00","1899-12-03T00:00:00"
3428,"Fernand","Torche","m","FR","CN","Cons*","1919-12-01T00:00:00","1922-12-03T00:00:00"
1850,"Marcel","de Coulon","m","NE","CE","PLS","1934-06-04T00:00:00","1945-06-01T00:00:00"
2462,"Arnold","Kappler","m","SG","CN","Cons*","1939-12-04T00:00:00","1947-11-30T00:00:00"
661,"Andreas","Dürr","m","SG","CN","CCS","1970-06-01T00:00:00","1983-11-27T00:00:00"
245,"Otto","Zwygart","m","BE","CN","PEV","1983-11-28T00:00:00","1995-12-03T00:00:00"
2033,"Dominik","Fellmann","m","LU","CN","Cons*","1894-12-03T00:00:00","1919-03-11T00:00:00"
268,"Simon","Schenk","m","BE","CN","UDC","1994-11-28T00:00:00","1995-12-03T00:00:00"
2045,"Peter","Flisch","m","AR","CN","PSS","1932-06-06T00:00:00","1955-12-04T00:00:00"
2897,"Ernest","Perrier","m","FR","CN","Cons*","1919-12-01T00:00:00","1932-12-01T00:00:00"
3276,"Johann Conrad","Sonderegger","m","AR","CN","PRD","1881-12-05T00:00:00","1899-09-25T00:00:00"
2025,"Carl","Feer","m","AG","CN","Lib*","1857-12-07T00:00:00","1880-01-14T00:00:00"
2025,"Carl","Feer","m","AG","CN","Lib*","1857-12-07T00:00:00","1880-01-14T00:00:00"
2025,"Carl","Feer","m","AG","CN","Lib*","1857-12-07T00:00:00","1880-01-14T00:00:00"
353,"Odilo","Schmid","m","VS","CN","PDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
2954,"Paul-C.","Pittet","m","VD","CN","PRD","1919-12-01T00:00:00","1924-09-29T00:00:00"
2167,"Josef Anton","Glutz","m","SO","CN","Cons*","1896-12-07T00:00:00","1899-04-23T00:00:00"
3239,"Silvan O.","Schwerzmann","m","ZG","CN","Cons*","1848-11-06T00:00:00","1853-06-01T00:00:00"
2909,"Remigius","Peterelli","m","GR","CE","Cons*","1864-07-04T00:00:00","1865-06-01T00:00:00"
2924,"Eduard","Pfister","m","TG","CE","PAB","1935-12-02T00:00:00","1939-12-03T00:00:00"
700,"Robert","Tochon","m","GE","CN","PDC","1978-09-18T00:00:00","1983-09-01T00:00:00"
2706,"Johann Ulrich","Meyer","m","AR","CN","PRD","1866-12-03T00:00:00","1868-02-04T00:00:00"
2914,"Max","Petitpierre","m","NE","CF","PRD","1950-01-01T00:00:00","1950-12-31T00:00:00"
1579,"Arnold","Bolle","m","NE","CN","PPN","1922-12-04T00:00:00","1931-12-06T00:00:00"
2142,"Adolf","Germann","m","TG","CN","PRD","1896-03-16T00:00:00","1914-06-01T00:00:00"
2142,"Adolf","Germann","m","TG","CN","PRD","1896-03-16T00:00:00","1914-06-01T00:00:00"
2142,"Adolf","Germann","m","TG","CN","PRD","1896-03-16T00:00:00","1914-06-01T00:00:00"
2687,"Philippe","Mercier","m","GL","CE","PRD","1907-06-03T00:00:00","1936-01-16T00:00:00"
2687,"Philippe","Mercier","m","GL","CE","PRD","1907-06-03T00:00:00","1936-01-16T00:00:00"
2687,"Philippe","Mercier","m","GL","CE","PRD","1907-06-03T00:00:00","1936-01-16T00:00:00"
3328,"Josef-Plazid","Steiner","m","ZG","CN","Cons*","1922-12-04T00:00:00","1931-12-06T00:00:00"
3322,"Heinrich","Steinemann","m","ZH","CN","PRD","1890-12-01T00:00:00","1902-01-17T00:00:00"
1558,"Johann Jakob","Blumer","m","GL","CE","Lib*","1848-11-06T00:00:00","1872-05-01T00:00:00"
1558,"Johann Jakob","Blumer","m","GL","CE","Lib*","1848-11-06T00:00:00","1872-05-01T00:00:00"
1558,"Johann Jakob","Blumer","m","GL","CE","Lib*","1848-11-06T00:00:00","1872-05-01T00:00:00"
1558,"Johann Jakob","Blumer","m","GL","CE","Lib*","1848-11-06T00:00:00","1872-05-01T00:00:00"
3600,"Joseph","Weber","m","GL","CE","Lib*","1849-05-01T00:00:00","1884-06-01T00:00:00"
1499,"Claude","Berger","m","NE","CN","PSS","1955-06-06T00:00:00","1967-12-03T00:00:00"
3028,"Matthäus","Risch","m","GR","CN","Lib*","1890-12-01T00:00:00","1902-11-30T00:00:00"
85,"Bruno","Frick","m","SZ","CE","PDC","1991-11-25T00:00:00","2003-11-30T00:00:00"
85,"Bruno","Frick","m","SZ","CE","PDC","1991-11-25T00:00:00","2003-11-30T00:00:00"
1548,"Edmond","Blanc","m","FR","CN","PRD","1948-06-07T00:00:00","1951-12-02T00:00:00"
745,"Franz","Jung","m","LU","CN","PDC","1975-12-01T00:00:00","1991-11-24T00:00:00"
1801,"Felix-Ignaz","Clausen","m","VS","CE","Cons*","1878-08-01T00:00:00","1885-04-01T00:00:00"
3583,"Heinrich","Walther","m","LU","CN","Cons*","1908-09-29T00:00:00","1943-12-05T00:00:00"
3583,"Heinrich","Walther","m","LU","CN","Cons*","1908-09-29T00:00:00","1943-12-05T00:00:00"
3583,"Heinrich","Walther","m","LU","CN","Cons*","1908-09-29T00:00:00","1943-12-05T00:00:00"
3523,"Walo","von Greyerz","m","BE","CN","PRD","1955-12-05T00:00:00","1967-12-03T00:00:00"
2792,"Jakob","Müller","m","LU","CN","Cons*","1928-12-03T00:00:00","1933-09-29T00:00:00"
450,"Elvira","Bader","f","SO","CN","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
165,"Philippe","Pidoux","m","VD","CN","PRD","1995-12-04T00:00:00","1999-12-05T00:00:00"
3430,"Joseph","Torrent","m","VS","CN","PRD","1860-12-03T00:00:00","1863-12-06T00:00:00"
3869,"Marlies","Bänziger","f","ZH","CN","PES","2007-12-03T00:00:00","2011-12-04T00:00:00"
91,"Ulrich","Giezendanner","m","AG","CN",,"1991-11-25T00:00:00","1995-12-03T00:00:00"
2391,"Josef","Indergand","m","UR","CE","Cons*","1951-12-03T00:00:00","1953-01-16T00:00:00"
2979,"Giovan Battista","Ramelli","m","TI","CE","PRD","1853-07-04T00:00:00","1854-10-01T00:00:00"
2129,"Henri","Geiser","m","BE","CN","PAB","1959-12-07T00:00:00","1971-11-28T00:00:00"
2749,"Marc","Morel","m","VD","CN","Lib*","1876-06-05T00:00:00","1878-12-01T00:00:00"
2629,"Giacomo","Luvini","m","TI","CN","PRD","1855-07-02T00:00:00","1862-05-24T00:00:00"
3104,"Joh. Jakob","Ryffel","m","ZH","CN","Lib*","1849-11-12T00:00:00","1857-12-06T00:00:00"
1460,"Pierre","Barman","m","VS","CE","Cons*","1923-11-01T00:00:00","1943-12-05T00:00:00"
1200,"Kurt","Furgler","m","SG","CF",,"1971-12-08T00:00:00","1986-12-31T00:00:00"
3366,"Friedrich","Stuber","m","SO","CN","PRD","1928-12-03T00:00:00","1931-12-06T00:00:00"
463,"Charles","Favre","m","VD","CN","PRD","1999-12-06T00:00:00","2003-11-30T00:00:00"
1538,"Ernst","Bircher","m","BE","CN","PSS","1967-12-04T00:00:00","1975-11-30T00:00:00"
1477,"Alfred","Baumgartner","m","SG","CN","PRD","1942-03-17T00:00:00","1944-03-20T00:00:00"
2271,"Georg","Hartmann","m","GR","CN","PRD","1931-12-01T00:00:00","1932-04-17T00:00:00"
2629,"Giacomo","Luvini","m","TI","CE","PRD","1854-12-04T00:00:00","1855-06-01T00:00:00"
2007,"Karl Emanuel","Fahrländer","m","AG","CN","Cons*","1853-01-10T00:00:00","1854-12-03T00:00:00"
2202,"Jean","Gressot","m","BE","CN","Cons*","1956-09-24T00:00:00","1959-12-06T00:00:00"
2999,"Alois","Reinert","m","OW","CN","Cons*","1872-12-02T00:00:00","1878-12-01T00:00:00"
430,"Ruth","Dreifuss","f","GE","CF","PSS","1993-04-01T00:00:00","1998-12-31T00:00:00"
2039,"Adolf","Fischer","m","AG","CN","Lib*","1855-07-02T00:00:00","1857-12-06T00:00:00"
552,"Ulrich","Ammann","m","BE","CN","PRD","1975-12-01T00:00:00","1987-11-29T00:00:00"
2825,"Charles-Théophile","Naine","m","NE","CN","PSS","1911-12-04T00:00:00","1919-11-30T00:00:00"
2245,"Fr. Heinrich","Häberlin","m","TG","CN","PRD","1873-07-07T00:00:00","1897-10-16T00:00:00"
2245,"Fr. Heinrich","Häberlin","m","TG","CN","PRD","1873-07-07T00:00:00","1897-10-16T00:00:00"
2245,"Fr. Heinrich","Häberlin","m","TG","CN","PRD","1873-07-07T00:00:00","1897-10-16T00:00:00"
342,"Erich","Müller","m","ZH","CN","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
688,"Kurt","Reiniger","m","SH","CN","PSS","1971-11-29T00:00:00","1983-11-27T00:00:00"
618,"Josef","Ziegler","m","SO","CN","PDC","1974-06-10T00:00:00","1987-11-29T00:00:00"
2552,"Philipp Gottlieb","Labhardt","m","TG","CN","Lib*","1865-07-03T00:00:00","1869-12-05T00:00:00"
2838,"Niklaus","Niggeler","m","BE","CE","PRD","1848-11-06T00:00:00","1850-05-01T00:00:00"
3705,"Otto","Zoller","m","BS","CN","PRD","1902-12-01T00:00:00","1905-12-03T00:00:00"
1647,"Walther","Bringolf","m","SH","CN","PC","1928-12-03T00:00:00","1931-12-06T00:00:00"
655,"Louis","Barras","m","FR","CN","CCS","1963-12-02T00:00:00","1983-11-27T00:00:00"
621,"Monique","Bauer-Lagier","f","GE","CE","PLS","1979-11-26T00:00:00","1987-11-10T00:00:00"
238,"Jean","Ziegler","m","GE","CN","PSS","1967-12-04T00:00:00","1983-11-27T00:00:00"
516,"Pierre","Triponez","m","BE","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
1109,"Gerhard","Pfister","m","ZG","CN","PDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
2900,"F.-Victor","Perrin","m","VD","CN","PRD","1867-07-01T00:00:00","1872-12-01T00:00:00"
1412,"Henri","Anet","m","VD","CN","PRD","1946-06-04T00:00:00","1947-11-30T00:00:00"
2213,"Achille-Tell","Grospierre","m","BE","CN","PSS","1917-12-03T00:00:00","1935-12-10T00:00:00"
3076,"Lucien","Rubattel","m","VD","CN","PLS","1941-09-22T00:00:00","1955-12-04T00:00:00"
50,"Pascal","Couchepin","m","VS","CF","PRD","1998-04-01T00:00:00","2001-12-31T00:00:00"
1981,"F.-Xavier-M.","Elsässer","m","BE","CN","Cons*","1851-12-01T00:00:00","1854-12-03T00:00:00"
3031,"Jakob Ulrich","Ritter","m","SG","CN","PRD","1855-07-02T00:00:00","1857-12-06T00:00:00"
3256,"S. Friedrich","Siegfried","m","AG","CE","Lib*","1848-11-06T00:00:00","1849-02-01T00:00:00"
2945,"Joseph","Piller","m","FR","CE","Cons*","1935-03-25T00:00:00","1947-03-01T00:00:00"
2945,"Joseph","Piller","m","FR","CE","Cons*","1935-03-25T00:00:00","1947-03-01T00:00:00"
2945,"Joseph","Piller","m","FR","CE","Cons*","1935-03-25T00:00:00","1947-03-01T00:00:00"
3106,"J. Emile","Ryser","m","BE","CN","PSS","1914-06-02T00:00:00","1922-12-03T00:00:00"
1233,"Hans","Rutschmann","m","ZH","CN","UDC","2004-03-01T00:00:00","2007-12-02T00:00:00"
1468,"Albert","Bauer","m","TG","CN","PSS","1951-12-03T00:00:00","1970-01-11T00:00:00"
3284,"Paul","Speiser","m","BS","CN","PLS","1902-09-29T00:00:00","1911-12-03T00:00:00"
3284,"Paul","Speiser","m","BS","CN","PLS","1902-09-29T00:00:00","1911-12-03T00:00:00"
3284,"Paul","Speiser","m","BS","CN","PLS","1902-09-29T00:00:00","1911-12-03T00:00:00"
470,"Walter","Glur","m","AG","CN","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
2892,"Jules-F.","Perréard","m","GE","CN","PRD","1908-12-07T00:00:00","1911-12-03T00:00:00"
1663,"Peter J.","Bruggisser","m","AG","CN","PRD","1848-11-06T00:00:00","1866-12-02T00:00:00"
1249,"Ettore","Tenchio","m","GR","CN","Cons*","1947-12-01T00:00:00","1971-11-28T00:00:00"
42,"Adriano","Cavadini","m","TI","CN","PRD","1995-12-04T00:00:00","1999-12-05T00:00:00"
72,"Simon","Epiney","m","VS","CN","PDC","1991-11-25T00:00:00","1995-12-03T00:00:00"
1139,"Christa","Markwalder Bär","f","BE","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
2979,"Giovan Battista","Ramelli","m","TI","CE","PRD","1851-07-07T00:00:00","1852-06-01T00:00:00"
2454,"E. Jakob","Kägi","m","ZH","CN","PSS","1919-12-01T00:00:00","1950-04-07T00:00:00"
2207,"Jos.-Hyacinthe","Grillet","m","VS","CE","PRD","1848-11-06T00:00:00","1850-06-01T00:00:00"
3602,"Leo Jos.","Weber","m","SO","CN","Lib*","1875-03-08T00:00:00","1881-12-04T00:00:00"
3552,"Johann Anton","von Tillier","m","BE","CN","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
3317,"Eduard","Steiger","m","SG","CN","Dém*","1891-03-31T00:00:00","1896-12-06T00:00:00"
599,"Josef","Risi","m","SZ","CN","PDC","1975-12-01T00:00:00","1987-11-29T00:00:00"
1,"Pierre","Aguet","m","VD","CN","PSS","1987-11-30T00:00:00","1995-12-03T00:00:00"
2753,"J.-Pierre","Moriaud","m","GE","CE","PRD","1884-12-01T00:00:00","1890-11-30T00:00:00"
1996,"Charles","Estoppey","m","VD","CE","PRD","1867-07-01T00:00:00","1873-05-01T00:00:00"
2314,"Heinrich","Herzog","m","TG","CE","PAB","1963-12-02T00:00:00","1979-11-25T00:00:00"
2261,"Armin","Haller","m","BE","CN","PAB","1966-03-07T00:00:00","1969-07-14T00:00:00"
131,"Josef","Leu","m","LU","CN","PDC","2003-12-01T00:00:00","2006-06-30T00:00:00"
2212,"L. Arnold","Grosjean","m","NE","CN","PRD","1878-12-02T00:00:00","1893-12-03T00:00:00"
3498,"Johann Rudolf","Vogel","m","BE","CN","PRD","1848-11-06T00:00:00","1869-12-05T00:00:00"
2652,"Auguste-Edouard-Frédéric","Martin","m","GE","CE","PLS","1933-03-27T00:00:00","1942-02-15T00:00:00"
1543,"Julius","Birrer","m","LU","CN","PDC","1971-11-29T00:00:00","1975-11-30T00:00:00"
360,"Anita","Thanei","f","ZH","CN","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00"
3688,"Ignaz","Zenruffinen","m","VS","CE","Cons*","1876-06-05T00:00:00","1878-05-01T00:00:00"
2208,"Robert","Grimm","m","BE","CN","PSS","1920-02-02T00:00:00","1955-12-04T00:00:00"
2208,"Robert","Grimm","m","BE","CN","PSS","1920-02-02T00:00:00","1955-12-04T00:00:00"
2208,"Robert","Grimm","m","BE","CN","PSS","1920-02-02T00:00:00","1955-12-04T00:00:00"
2938,"P.-M. Ernest","Pictet","m","GE","CN","PLS","1887-12-05T00:00:00","1890-11-30T00:00:00"
3173,"Josef Leonz sen.","Schmid","m","ZG","CE","Cons*","1854-01-09T00:00:00","1856-06-01T00:00:00"
1925,"Gaetano","Donini","m","TI","CN","PAB","1920-04-19T00:00:00","1922-12-03T00:00:00"
1295,"Edith","Graf-Litscher","f","TG","CN","PSS","2005-05-30T00:00:00","2007-12-02T00:00:00"
1743,"Philippe","Camperio","m","GE","CE","PRD","1869-12-06T00:00:00","1870-07-01T00:00:00"
2141,"Francis","Germanier","m","VS","CN","PRD","1947-12-01T00:00:00","1951-12-02T00:00:00"
3336,"Edouard Ch.","Steinmetz","m","GE","CN","PLS","1918-12-02T00:00:00","1919-11-01T00:00:00"
3152,"K. Ferdinand","Schimpf","m","AG","CN","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
1720,"Charles","Burklin","m","GE","CE","PSS","1931-12-01T00:00:00","1932-12-01T00:00:00"
129,"Elmar","Ledergerber","m","ZH","CN","PSS","1995-12-04T00:00:00","1998-04-15T00:00:00"
1604,"Francesco-Nino","Borella","m","TI","CN","PSS","1922-06-06T00:00:00","1922-12-03T00:00:00"
63,"Rosmarie","Dormann","f","LU","CN","PDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
3132,"Jak. Christoph","Schenkel","m","SH","CE","Lib*","1852-07-05T00:00:00","1853-01-01T00:00:00"
138,"Jean-Philippe","Maitre","m","GE","CN","PDC","1983-11-28T00:00:00","1995-12-03T00:00:00"
1910,"Adolf K. W.","Deucher","m","TG","CF","Dém*","1897-01-01T00:00:00","1897-12-31T00:00:00"
3542,"Karl","von Schorno","m","SZ","CE","Cons*","1848-11-06T00:00:00","1852-11-01T00:00:00"
3063,"August","Roth","m","TG","CN","PSS","1935-12-02T00:00:00","1941-06-01T00:00:00"
1807,"Robert","Colliard","m","FR","CN","PAB","1939-12-04T00:00:00","1943-04-01T00:00:00"
3108,"Christian","Sahli","m","BE","CE","PRD","1868-12-07T00:00:00","1874-11-01T00:00:00"
50,"Pascal","Couchepin","m","VS","CF","PRD","2004-01-01T00:00:00","2006-12-31T00:00:00"
1245,"Anton","Stadler","m","SG","CN","CCS","1967-06-05T00:00:00","1975-11-30T00:00:00"
2112,"Raymond","Gamma","m","UR","CN","PRD","1979-11-26T00:00:00","1980-07-08T00:00:00"
2229,"Louis","Guisan","m","VD","CE","PLS","1963-12-02T00:00:00","1975-11-30T00:00:00"
2723,"Rudolf","Miescher","m","BS","CN","PLS","1919-12-01T00:00:00","1931-03-27T00:00:00"
595,"Walter","Renschler","m","ZH","CN","PSS","1967-06-05T00:00:00","1987-11-29T00:00:00"
3379,"Johann Jakob","Stutz","m","BL","CE","PRD","1890-09-22T00:00:00","1913-11-07T00:00:00"
472,"Ursula","Haller","f","BE","CN","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
756,"Hans","Oester","m","ZH","CN","PEV","1978-02-27T00:00:00","1990-02-28T00:00:00"
2545,"Arnold","Künzli","m","AG","CN","Dém*","1864-07-04T00:00:00","1865-06-01T00:00:00"
168,"Gian-Reto","Plattner","m","BS","CE","PSS","1991-11-25T00:00:00","2003-11-30T00:00:00"
168,"Gian-Reto","Plattner","m","BS","CE","PSS","1991-11-25T00:00:00","2003-11-30T00:00:00"
113,"Pia","Hollenstein","f","SG","CN","PES","1991-11-25T00:00:00","1995-12-03T00:00:00"
589,"Arnold","Müller","m","ZH","CN","AdI","1983-11-28T00:00:00","1987-11-29T00:00:00"
3890,"Thomas","Hurter","m","SH","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2868,"Rudolf","Ott","m","ZH","CN","Dém*","1966-09-19T00:00:00","1970-03-15T00:00:00"
1955,"Robert Ant. Al.","Durrer","m","NW","CN","Cons*","1874-10-05T00:00:00","1889-12-04T00:00:00"
3480,"Florian","Vetsch","m","SG","CN","PSS","1963-03-04T00:00:00","1969-11-01T00:00:00"
2289,"Joachim","Heer","m","GL","CF","Lib*","1875-12-10T00:00:00","1878-12-31T00:00:00"
2684,"Charles Philippe","Mercier","m","GL","CN","Lib*","1884-06-04T00:00:00","1887-12-04T00:00:00"
2516,"Walter","Kohler","m","AG","CN","PSS","1938-06-23T00:00:00","1947-11-30T00:00:00"
516,"Pierre","Triponez","m","BE","CN","PRD","2003-12-01T00:00:00","2007-12-02T00:00:00"
198,"Walter","Schmied","m","BE","CN","UDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
3319,"Jakob Robert","Steiger","m","LU","CN","Lib*","1848-11-06T00:00:00","1852-07-01T00:00:00"
3319,"Jakob Robert","Steiger","m","LU","CN","Lib*","1848-11-06T00:00:00","1852-07-01T00:00:00"
3319,"Jakob Robert","Steiger","m","LU","CN","Lib*","1848-11-06T00:00:00","1852-07-01T00:00:00"
2084,"Pierre","Freymond","m","VD","CN","PRD","1967-12-04T00:00:00","1971-04-11T00:00:00"
145,"Ursula","Mauch","f","AG","CN","PSS","1979-11-26T00:00:00","1995-12-03T00:00:00"
326,"Paul","Günter","m","BE","CN","AdI","1979-11-26T00:00:00","1991-11-24T00:00:00"
278,"Nicolas","Carnat","m","JU","CE","PRD","1995-01-23T00:00:00","1995-12-03T00:00:00"
3697,"Jakob","Zimmerli","m","LU","CN","PRD","1919-12-01T00:00:00","1935-12-01T00:00:00"
2447,"Adolphe","Jordan","m","VD","CE","PRD","1888-06-04T00:00:00","1896-12-06T00:00:00"
2447,"Adolphe","Jordan","m","VD","CE","PRD","1888-06-04T00:00:00","1896-12-06T00:00:00"
2447,"Adolphe","Jordan","m","VD","CE","PRD","1888-06-04T00:00:00","1896-12-06T00:00:00"
1467,"Robert","Bauder","m","BE","CN","PRD","1954-12-06T00:00:00","1955-12-04T00:00:00"
206,"Rolf","Seiler","m","ZH","CN","PDC","1975-12-01T00:00:00","1995-12-03T00:00:00"
1480,"Emil","Baumgartner","m","BE","CN","PRD","1955-12-05T00:00:00","1967-12-03T00:00:00"
3131,"Hans","Schenkel","m","ZH","CN","PSS","1919-12-01T00:00:00","1926-09-09T00:00:00"
562,"Toni","Cantieni","m","GR","CN","PDC","1971-11-29T00:00:00","1987-11-29T00:00:00"
1723,"Fritz","Burren","m","BE","CN","ConsR*","1914-12-07T00:00:00","1926-10-10T00:00:00"
103,"Ursula","Hafner","f","SH","CN","PSS","1987-11-30T00:00:00","1995-12-03T00:00:00"
2034,"Jakob","Fenk","m","SG","CN","PSS","1925-12-07T00:00:00","1947-11-30T00:00:00"
3615,"Placidus sen.","Weissenbach","m","AG","CE","Lib*","1849-04-16T00:00:00","1858-05-01T00:00:00"
3901,"Lukas","Reimann","m","SG","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3291,"Willy","Spühler","m","ZH","CF","PSS","1960-01-01T00:00:00","1970-01-31T00:00:00"
3065,"Hans","Roth","m","BE","CN","PSS","1925-12-07T00:00:00","1955-12-04T00:00:00"
3922,"Laurent","Favre","m","NE","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
669,"Ernst","Huggenberger","m","ZH","CN","PDC","1979-11-26T00:00:00","1983-11-27T00:00:00"
2042,"Leonz","Fischer","m","AG","CN","Cons*","1934-03-13T00:00:00","1947-11-30T00:00:00"
2625,"Jakob","Lutz","m","ZH","CN","PRD","1905-12-04T00:00:00","1919-11-01T00:00:00"
500,"Theophil","Pfister","m","SG","CN","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
2965,"Jean-Pierre","Pradervand","m","VD","CN","PRD","1959-12-07T00:00:00","1966-06-01T00:00:00"
1111,"Felix","Müri","m","LU","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3081,"Louis-A.-J.","Ruchonnet","m","VD","CF","PRD","1883-01-01T00:00:00","1883-12-31T00:00:00"
488,"Doris","Leuthard","f","AG","CF","PDC","2010-01-01T00:00:00","2010-10-31T00:00:00"
3547,"Adolf A. A.","von Steiger","m","BE","CE","PRD","1908-09-28T00:00:00","1918-06-01T00:00:00"
2104,"Max","Gafner","m","BE","CN","PAB","1928-12-03T00:00:00","1943-03-01T00:00:00"
2031,"Markus","Feldmann","m","BE","CF","PAB","1956-01-01T00:00:00","1956-12-31T00:00:00"
3514,"Anton","von Blarer","m","BL","CE","PRD","1862-01-13T00:00:00","1864-06-21T00:00:00"
463,"Charles","Favre","m","VD","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
3305,"Jakob","Stämpfli","m","BE","CE","PRD","1854-12-04T00:00:00","1854-12-21T00:00:00"
1475,"Walter","Baumann","m","AG","CN","PAB","1966-03-14T00:00:00","1979-11-25T00:00:00"
151,"Christian","Miesch","m","BL","CN","PRD","1991-11-25T00:00:00","1995-12-03T00:00:00"
3569,"Arnold","Wagner","m","NW","CN","Cons*","1943-12-06T00:00:00","1955-12-04T00:00:00"
101,"Barbara","Haering Binder","f","ZH","CN","PSS","1990-02-05T00:00:00","1995-12-03T00:00:00"
21,"Christoph","Blocher","m","ZH","CN","UDC","1979-11-26T00:00:00","1995-12-03T00:00:00"
3429,"Paul","Torche","m","FR","CE","Cons*","1954-03-15T00:00:00","1972-06-01T00:00:00"
3429,"Paul","Torche","m","FR","CE","Cons*","1954-03-15T00:00:00","1972-06-01T00:00:00"
