"PersonNumber","FirstName","LastName","GenderAsString","CantonAbbreviation","CouncilAbbreviation","PartyAbbreviation","DateJoining","DateLeaving"
3429,"Paul","Torche","m","FR","CE","Cons*","1954-03-15T00:00:00","1972-06-01T00:00:00"
3287,"Albert","Spindler","m","SG","CN","JB","1943-12-06T00:00:00","1947-11-30T00:00:00"
1639,"Ernst","Brenner","m","BS","CN","PRD","1887-12-05T00:00:00","1897-03-01T00:00:00"
1639,"Ernst","Brenner","m","BS","CN","PRD","1887-12-05T00:00:00","1897-03-01T00:00:00"
1639,"Ernst","Brenner","m","BS","CN","PRD","1887-12-05T00:00:00","1897-03-01T00:00:00"
192,"Werner","Scherrer","m","BE","CN",,"1991-11-25T00:00:00","1995-12-03T00:00:00"
1406,"Georg Friedrich","Anderegg","m","SG","CN","Lib*","1863-12-07T00:00:00","1875-12-05T00:00:00"
491,"Pierre-Yves","Maillard","m","VD","CN","PSS","1999-12-06T00:00:00","2003-11-30T00:00:00"
2801,"Kaspar","Müller","m","LU","CN","Cons*","1919-12-01T00:00:00","1925-04-30T00:00:00"
3519,"Ludwig","von Fischer","m","BE","CN","ConsR*","1848-11-06T00:00:00","1851-11-30T00:00:00"
2902,"Tell","Perrin","m","NE","CN","PRD","1943-03-30T00:00:00","1955-12-04T00:00:00"
1855,"Otto A.","de Dardel","m","NE","CN","PLS","1917-12-03T00:00:00","1927-11-30T00:00:00"
3162,"Andreas","Schmid","m","BE","CN","PRD","1869-07-05T00:00:00","1872-12-01T00:00:00"
1337,"Ida","Glanzmann-Hunkeler","f","LU","CN","PDC","2006-09-18T00:00:00","2007-12-02T00:00:00"
2076,"Hermann","Freuler","m","SH","CE","Lib*","1875-12-06T00:00:00","1881-12-04T00:00:00"
785,"Camillo","Jelmini","m","TI","CE","PDC","1983-11-28T00:00:00","1991-11-24T00:00:00"
3038,"René","Robert","m","NE","CN","PSS","1935-12-02T00:00:00","1951-12-02T00:00:00"
2529,"Hans","Korner","m","LU","CN","CCS","1963-12-02T00:00:00","1968-12-11T00:00:00"
2194,"Louis","Grand","m","FR","CN","Cons*","1872-12-02T00:00:00","1902-11-30T00:00:00"
1839,"Johann Baptist","Dähler","m","AI","CN","Cons*","1860-12-03T00:00:00","1865-04-01T00:00:00"
780,"André","Gautier","m","GE","CE","PLS","1987-11-30T00:00:00","1991-11-24T00:00:00"
3459,"Johann","Ueltschi","m","BE","CN","PAB","1945-09-18T00:00:00","1947-11-30T00:00:00"
1513,"Sebastiano","Beroldingen","m","TI","CE","PRD","1860-07-03T00:00:00","1862-02-01T00:00:00"
3708,"Richard","Zschokke","m","AG","CN","PAB","1919-06-02T00:00:00","1935-12-01T00:00:00"
105,"Andrea","Hämmerle","m","GR","CN","PSS","1991-11-25T00:00:00","1995-12-03T00:00:00"
1176,"Karl","Bachmann","m","SZ","CN","CCS","1959-12-07T00:00:00","1971-11-28T00:00:00"
2187,"Christian","Graf","m","AR","CN","PRD","1873-07-07T00:00:00","1878-12-01T00:00:00"
3238,"Alois","Schwerzmann","m","ZG","CN","Cons*","1872-12-02T00:00:00","1878-12-01T00:00:00"
1574,"Arnaldo Luigi","Bolla","m","TI","CN","PRD","1920-04-19T00:00:00","1920-12-01T00:00:00"
2762,"Johannes","Moser","m","ZH","CN","Dém*","1875-03-08T00:00:00","1899-12-03T00:00:00"
319,"Hans","Fehr","m","ZH","CN","UDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
158,"Hans-Rudolf","Nebiker","m","BL","CN","UDC","1995-12-04T00:00:00","1998-03-31T00:00:00"
1462,"Ernst","Bärtschi","m","BE","CN","PRD","1939-12-04T00:00:00","1951-12-02T00:00:00"
2083,"Friedrich A.","Frey-Hérosé","m","AG","CN","Lib*","1866-12-03T00:00:00","1872-12-01T00:00:00"
791,"Jakob","Schönenberger","m","SG","CE","PDC","1979-11-26T00:00:00","1991-11-24T00:00:00"
3256,"S. Friedrich","Siegfried","m","AG","CN","Lib*","1849-04-16T00:00:00","1857-12-06T00:00:00"
3256,"S. Friedrich","Siegfried","m","AG","CN","Lib*","1849-04-16T00:00:00","1857-12-06T00:00:00"
3256,"S. Friedrich","Siegfried","m","AG","CN","Lib*","1849-04-16T00:00:00","1857-12-06T00:00:00"
96,"Verena","Grendelmeier","f","ZH","CN","AdI","1983-11-28T00:00:00","1995-12-03T00:00:00"
692,"Gabriel","Roy","m","JU","CN","CSI","1979-11-26T00:00:00","1983-11-27T00:00:00"
2744,"Paolo","Mordasini","m","TI","CE","PRD","1872-05-27T00:00:00","1874-01-01T00:00:00"
528,"Peter","Briner","m","SH","CE","PRD","1999-12-06T00:00:00","2003-11-30T00:00:00"
3219,"Edmund L.","Schulthess","m","AG","CF","PRD","1933-01-01T00:00:00","1933-12-31T00:00:00"
426,"Arnold","Koller","m","AI","CN","PDC","1971-11-29T00:00:00","1986-12-31T00:00:00"
426,"Arnold","Koller","m","AI","CN","PDC","1971-11-29T00:00:00","1986-12-31T00:00:00"
426,"Arnold","Koller","m","AI","CN","PDC","1971-11-29T00:00:00","1986-12-31T00:00:00"
239,"Oswald","Ziegler","m","UR","CE","PDC","1987-11-30T00:00:00","1995-12-03T00:00:00"
1756,"Johann Anton jun.","Casparis","m","GR","CN","PRD","1893-12-04T00:00:00","1896-12-06T00:00:00"
2294,"Franz Joseph","Heim","m","AI","CE","Cons*","1852-07-05T00:00:00","1856-06-01T00:00:00"
3905,"Roberto","Schmidt","m","VS","CN","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2275,"Edwin","Hauser","m","GL","CE","Dém*","1921-06-06T00:00:00","1938-04-01T00:00:00"
2275,"Edwin","Hauser","m","GL","CE","Dém*","1921-06-06T00:00:00","1938-04-01T00:00:00"
2275,"Edwin","Hauser","m","GL","CE","Dém*","1921-06-06T00:00:00","1938-04-01T00:00:00"
3035,"Waldo","Riva","m","TI","CN","Cons*","1943-12-06T00:00:00","1947-11-30T00:00:00"
675,"Hedi","Lang-Gehri","f","ZH","CN","PSS","1971-11-29T00:00:00","1983-06-01T00:00:00"
3285,"Carlo","Speziali","m","TI","CN","PRD","1971-11-29T00:00:00","1979-06-04T00:00:00"
3077,"Rodolphe","Rubattel","m","VD","CF","PRD","1954-01-01T00:00:00","1954-12-31T00:00:00"
2956,"Rudolf","Planta","m","GR","CN","Dém*","1939-12-04T00:00:00","1942-03-01T00:00:00"
2095,"Jonas","Furrer","m","ZH","CF","Lib*","1858-01-01T00:00:00","1858-12-31T00:00:00"
3255,"Friedrich","Siegenthaler","m","BE","CN","PAB","1919-12-01T00:00:00","1935-12-01T00:00:00"
2358,"René-Albert","Houriet","m","VD","CN","PST","1950-09-11T00:00:00","1951-12-02T00:00:00"
527,"Pierre","Tillmanns","m","VD","CN","PSS","1999-12-06T00:00:00","2003-11-30T00:00:00"
2133,"Albert","Gemperli","m","SG","CN","Cons*","1947-12-01T00:00:00","1963-12-01T00:00:00"
3091,"Erhard","Ruoss","m","SZ","CN","PRD","1935-12-02T00:00:00","1951-12-02T00:00:00"
668,"Gertrude","Girard","f","VD","CN","PRD","1974-06-10T00:00:00","1983-11-27T00:00:00"
1802,"Christian","Clavadetscher","m","LU","CN","PRD","1943-12-06T00:00:00","1955-12-04T00:00:00"
3227,"Albert","Schwander","m","BL","CN","proc Soc*","1904-06-06T00:00:00","1914-12-06T00:00:00"
3624,"Gustav","Wenk","m","BS","CE","PSS","1935-12-02T00:00:00","1956-03-13T00:00:00"
3624,"Gustav","Wenk","m","BS","CE","PSS","1935-12-02T00:00:00","1956-03-13T00:00:00"
3624,"Gustav","Wenk","m","BS","CE","PSS","1935-12-02T00:00:00","1956-03-13T00:00:00"
1781,"Charles","Chassot","m","FR","CN","Cons*","1947-03-11T00:00:00","1947-11-30T00:00:00"
2141,"Francis","Germanier","m","VS","CN","PRD","1955-12-05T00:00:00","1967-12-03T00:00:00"
2482,"Emil","Keller","m","AG","CN","PRD","1925-06-02T00:00:00","1943-12-05T00:00:00"
2482,"Emil","Keller","m","AG","CN","PRD","1925-06-02T00:00:00","1943-12-05T00:00:00"
61,"Verena","Diener","f","ZH","CN","PES","1987-11-30T00:00:00","1995-12-03T00:00:00"
1590,"Gabriel","Bonnet","m","GE","CN","PLS","1929-03-14T00:00:00","1931-12-06T00:00:00"
3359,"Hans","Sträuli","m","ZH","CN","PRD","1911-03-27T00:00:00","1934-03-01T00:00:00"
3359,"Hans","Sträuli","m","ZH","CN","PRD","1911-03-27T00:00:00","1934-03-01T00:00:00"
3359,"Hans","Sträuli","m","ZH","CN","PRD","1911-03-27T00:00:00","1934-03-01T00:00:00"
2709,"Ludwig Plazid","Meyer","m","LU","CE","Lib*","1848-11-06T00:00:00","1848-12-01T00:00:00"
3540,"Joh. Gaudenz","von Salis","m","GR","CN","PRD","1875-12-06T00:00:00","1881-12-04T00:00:00"
2802,"Konrad","Müller","m","ZH","CN","Cons*","1947-12-01T00:00:00","1951-12-02T00:00:00"
502,"Kathy","Riklin","f","ZH","CN","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
1851,"Sydney","de Coulon","m","NE","CN","PLS","1947-12-01T00:00:00","1949-06-07T00:00:00"
2937,"Gustave-Jules","Pictet","m","GE","CE","Ind*","1890-12-01T00:00:00","1891-07-01T00:00:00"
127,"Josef","Kühne","m","SG","CN","PDC","1995-12-04T00:00:00","1999-12-05T00:00:00"
1894,"Walter","Degen","m","BL","CN","PAB","1959-12-07T00:00:00","1975-01-01T00:00:00"
3288,"Erennio","Spinelli","m","TI","CN","Cons*","1878-12-02T00:00:00","1881-12-04T00:00:00"
1381,"Hans","Albrecht","m","SG","CN","PRD","1952-06-03T00:00:00","1959-12-06T00:00:00"
2773,"Gustav","Muheim","m","UR","CE","Cons*","1945-06-04T00:00:00","1951-09-27T00:00:00"
3305,"Jakob","Stämpfli","m","BE","CF","PRD","1859-01-01T00:00:00","1859-12-31T00:00:00"
588,"Kurt","Meyer","m","BE","CN","PSS","1983-11-28T00:00:00","1987-11-29T00:00:00"
2546,"Josef August","Kurer","m","SO","CN","Cons*","1922-12-04T00:00:00","1925-12-06T00:00:00"
3051,"Johann A.","Romedi","m","GR","CN","Lib*","1869-12-06T00:00:00","1876-05-30T00:00:00"
3245,"Huldrich Arnold","Seifert","m","SG","CE","Lib*","1872-12-02T00:00:00","1873-07-01T00:00:00"
3920,"Anne","Seydoux-Christe","f","JU","CE","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
186,"Sergio","Salvioni","m","TI","CN","PRD","1983-11-28T00:00:00","1991-11-24T00:00:00"
1289,"Luc","Barthassat","m","GE","CN","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
14,"Duri","Bezzola","m","GR","CN","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
823,"Pascale","Bruderer","f","AG","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
2215,"Louis","Gross","m","VS","CN","Cons*","1872-12-02T00:00:00","1875-12-05T00:00:00"
1512,"Hans","Bernoulli","m","BS","CN","AdI","1947-12-01T00:00:00","1951-12-02T00:00:00"
1769,"Jean-Jacques","Challet-Venel","m","GE","CN","PRD","1872-12-02T00:00:00","1878-12-01T00:00:00"
1757,"Johann Anton sen.","Casparis","m","GR","CN","Lib*","1872-12-02T00:00:00","1875-12-05T00:00:00"
9,"Ruedi","Baumann","m","BE","CN","PES","1991-11-25T00:00:00","1995-12-03T00:00:00"
3307,"Walter","Stampfli","m","SO","CF","PRD","1944-01-01T00:00:00","1944-12-31T00:00:00"
3545,"Hermann Jakob U.","von Sprecher","m","GR","CN","FödP*","1872-12-02T00:00:00","1875-05-01T00:00:00"
1159,"Pirmin","Schwander","m","SZ","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
1224,"Andreas","Müller","m","AG","CN","AdI","1979-11-26T00:00:00","1990-10-01T00:00:00"
279,"Giuliano","Bignasca","m","TI","CN","Lega","1999-12-06T00:00:00","2003-11-30T00:00:00"
1618,"Emilio","Bossi","m","TI","CE","PRD","1920-04-19T00:00:00","1920-11-27T00:00:00"
198,"Walter","Schmied","m","BE","CN","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
3218,"Josef-Maria","Schuler","m","SZ","CE","PRD","1911-12-04T00:00:00","1915-05-09T00:00:00"
698,"Otto","Stich","m","SO","CF","PSS","1994-01-01T00:00:00","1994-12-31T00:00:00"
3347,"Xavier","Stockmar","m","BE","CN","Lib*","1848-11-06T00:00:00","1864-06-21T00:00:00"
379,"Franz","Wicki","m","LU","CE","PDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
1653,"Raymond","Broger","m","AI","CN","CCS","1964-06-01T00:00:00","1971-06-01T00:00:00"
1235,"Emil","Schaffer","m","BE","CN","PSS","1962-06-04T00:00:00","1979-01-25T00:00:00"
1934,"Jakob","Dubs","m","ZH","CF","Lib*","1861-07-30T00:00:00","1872-05-28T00:00:00"
2666,"Louis","Mayor","m","VD","CN","PRD","1876-06-05T00:00:00","1878-12-01T00:00:00"
2746,"Albert","Morel","m","BE","CN","ConsR*","1878-12-02T00:00:00","1881-12-04T00:00:00"
1655,"Albert","Brosi","m","SO","CE","Lib*","1875-03-08T00:00:00","1881-12-04T00:00:00"
1359,"Alfred","Ackermann","m","LU","CN","PRD","1953-09-14T00:00:00","1970-06-01T00:00:00"
2151,"Joseph","Girard","m","GE","CE","PRD","1854-01-09T00:00:00","1854-10-01T00:00:00"
2406,"René","Jacquod","m","VS","CN","Cons*","1952-12-01T00:00:00","1967-12-03T00:00:00"
780,"André","Gautier","m","GE","CN","PLS","1972-11-30T00:00:00","1987-11-29T00:00:00"
1839,"Johann Baptist","Dähler","m","AI","CE","Cons*","1850-04-05T00:00:00","1852-07-01T00:00:00"
2291,"Melchior","Hefti","m","GL","CE","Dém*","1938-06-07T00:00:00","1953-06-01T00:00:00"
3023,"K. A. Gottlieb","Ringier","m","AG","CE","Lib*","1868-07-06T00:00:00","1877-03-01T00:00:00"
3023,"K. A. Gottlieb","Ringier","m","AG","CE","Lib*","1868-07-06T00:00:00","1877-03-01T00:00:00"
3023,"K. A. Gottlieb","Ringier","m","AG","CE","Lib*","1868-07-06T00:00:00","1877-03-01T00:00:00"
1125,"Chantal","Galladé","f","ZH","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
1227,"Gian Mario","Pagani","m","TI","CN","PDC","1972-11-27T00:00:00","1979-11-25T00:00:00"
2862,"Carlo","Olgiati","m","TI","CE","PRD","1867-07-01T00:00:00","1867-12-01T00:00:00"
500,"Theophil","Pfister","m","SG","CN","UDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
249,"Charles","Friderici","m","VD","CN","PLS","1995-12-06T00:00:00","1999-12-05T00:00:00"
2690,"John-Edouard","Mermod","m","VD","CN","PRD","1928-12-18T00:00:00","1936-09-01T00:00:00"
1144,"Martine","Brunschwig Graf","f","GE","CN","PLS","2007-12-03T00:00:00","2011-12-04T00:00:00"
1621,"Emmanuel-David","Bourgeois","m","VD","CE","PRD","1849-05-01T00:00:00","1851-11-30T00:00:00"
2081,"Samuel","Frey","m","AG","CN","Lib*","1852-07-05T00:00:00","1863-12-06T00:00:00"
774,"Hermann","Wellauer","m","TG","CN","PDC","1975-12-01T00:00:00","1991-11-24T00:00:00"
2857,"Johann Konrad","Oertli","m","AR","CE","PRD","1848-11-06T00:00:00","1849-04-01T00:00:00"
1429,"Dominik","Auf der Maur","m","SZ","CE","Cons*","1950-03-13T00:00:00","1967-12-03T00:00:00"
1429,"Dominik","Auf der Maur","m","SZ","CE","Cons*","1950-03-13T00:00:00","1967-12-03T00:00:00"
1429,"Dominik","Auf der Maur","m","SZ","CE","Cons*","1950-03-13T00:00:00","1967-12-03T00:00:00"
75,"Angeline","Fankhauser","f","BL","CN","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00"
1995,"Johannes","Eschmann","m","ZH","CN","Lib*","1890-12-01T00:00:00","1896-05-06T00:00:00"
2352,"Fritz","Honegger","m","ZH","CE","PRD","1967-12-04T00:00:00","1977-12-07T00:00:00"
2617,"Florian jun.","Lusser","m","UR","CE","Cons*","1891-06-01T00:00:00","1915-06-01T00:00:00"
1519,"Ambrogio","Bertoni","m","TI","CE","PRD","1852-07-05T00:00:00","1853-02-01T00:00:00"
2854,"Heinrich","Oechslin","m","SZ","CE","CCS","1959-12-07T00:00:00","1975-11-30T00:00:00"
2854,"Heinrich","Oechslin","m","SZ","CE","CCS","1959-12-07T00:00:00","1975-11-30T00:00:00"
314,"Adalbert","Durrer","m","OW","CN",,"1995-12-04T00:00:00","2001-10-05T00:00:00"
1113,"Filippo","Leutenegger","m","ZH","CN","PRD","2003-12-01T00:00:00","2007-12-02T00:00:00"
2201,"Alois","Grendelmeier","m","ZH","CN","AdI","1949-09-19T00:00:00","1963-12-01T00:00:00"
3509,"Adrian jun.","von Arx","m","SO","CN","PRD","1919-12-01T00:00:00","1930-12-11T00:00:00"
2246,"Heinrich","Häberlin","m","TG","CF","PRD","1931-01-01T00:00:00","1931-12-31T00:00:00"
2024,"James","Fazy","m","GE","CE","PRD","1848-11-06T00:00:00","1849-04-01T00:00:00"
3468,"Gustav Adolf","Ursprung","m","AG","CN","PRD","1911-12-04T00:00:00","1919-11-01T00:00:00"
254,"Rudolf","Steiner","m","SO","CN","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
163,"Gilles","Petitpierre","m","GE","CE","PRD","1991-11-25T00:00:00","1995-12-03T00:00:00"
116,"Andreas","Iten","m","ZG","CE","PRD","1987-03-02T00:00:00","1998-12-18T00:00:00"
2718,"Georg","Michel","m","GR","CN","PRD","1848-11-06T00:00:00","1849-11-01T00:00:00"
1639,"Ernst","Brenner","m","BS","CF","PRD","1897-03-25T00:00:00","1911-03-11T00:00:00"
3080,"Marc-Emile","Ruchet","m","VD","CF","PRD","1905-01-01T00:00:00","1905-12-31T00:00:00"
2230,"Josef","Guldin","m","SG","CN","Cons*","1857-12-07T00:00:00","1860-10-01T00:00:00"
1743,"Philippe","Camperio","m","GE","CN","PRD","1866-12-03T00:00:00","1869-12-05T00:00:00"
1224,"Andreas","Müller","m","AG","CN","AdI","1976-03-01T00:00:00","1979-11-25T00:00:00"
1529,"Otto","Bienz","m","BE","CN","PAB","1959-12-07T00:00:00","1966-06-01T00:00:00"
2672,"Rudolf","Meier","m","ZH","CE","PAB","1960-06-07T00:00:00","1967-12-03T00:00:00"
3183,"Fritz","Schmidlin","m","BE","CN","PSS","1933-12-14T00:00:00","1955-12-04T00:00:00"
786,"Daniel","Lauber","m","VS","CE","PDC","1983-11-28T00:00:00","1991-11-24T00:00:00"
1874,"Julien","de Schaller","m","FR","CN","PRD","1851-12-01T00:00:00","1852-08-01T00:00:00"
3025,"Johann Heinrich","Riniker","m","AG","CN","Dém*","1878-12-02T00:00:00","1892-12-02T00:00:00"
473,"Hansjörg","Hassler","m","GR","CN","UDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
1346,"Isabelle","Moret","f","VD","CN","PRD","2006-12-04T00:00:00","2007-12-02T00:00:00"
259,"Walter","Zwingli","m","SG","CN","PRD","1984-06-05T00:00:00","1991-11-24T00:00:00"
1522,"F. Theodor","Bertschinger","m","AG","CN","Lib*","1866-12-03T00:00:00","1872-12-01T00:00:00"
2653,"Jules","Martin","m","VD","CE","PRD","1851-12-01T00:00:00","1852-05-01T00:00:00"
540,"Filippo","Lombardi","m","TI","CE","PDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
641,"Roger","Schaffter","m","JU","CE","PDC","1979-03-05T00:00:00","1987-11-29T00:00:00"
2579,"Johann Ulrich","Lehmann","m","BE","CE","PRD","1862-01-13T00:00:00","1865-02-01T00:00:00"
3030,"Willi","Ritschard","m","SO","CF","PSS","1973-12-05T00:00:00","1983-10-16T00:00:00"
1520,"Brenno","Bertoni","m","TI","CE","PRD","1920-04-19T00:00:00","1935-12-01T00:00:00"
1767,"Paul-J.","Cérésole","m","VD","CN","Lib*","1866-12-03T00:00:00","1870-02-01T00:00:00"
1912,"François","Devenoge","m","VD","CN","PLS","1945-06-04T00:00:00","1957-11-05T00:00:00"
1445,"Luigi A.","Balestra","m","TI","CN","Cons*","1919-12-01T00:00:00","1928-12-02T00:00:00"
2453,"Jakob","Käch","m","AG","CN","Cons*","1947-12-01T00:00:00","1955-12-04T00:00:00"
3564,"Abraham-N.","Vourloud","m","VD","CN","Ind*","1877-03-05T00:00:00","1878-12-01T00:00:00"
1132,"Jean-Noël","Rey","m","VS","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
1458,"Louis-G.","Barman","m","VS","CN","PRD","1860-12-03T00:00:00","1878-12-01T00:00:00"
2775,"Karl","Muheim","m","UR","CE","Cons*","1866-07-02T00:00:00","1867-08-04T00:00:00"
3673,"Jakob Konst.","Wyrsch","m","NW","CE","Cons*","1894-06-04T00:00:00","1925-04-01T00:00:00"
2175,"Donat L.","Golaz","m","VD","CE","PRD","1894-03-25T00:00:00","1900-07-14T00:00:00"
664,"Armand-Auguste","Forel","m","VD","CN","PST","1947-12-01T00:00:00","1951-12-02T00:00:00"
2573,"Alois","Latour","m","GR","CE","Lib*","1861-07-01T00:00:00","1862-06-01T00:00:00"
2889,"Fr. Xavier I.","Péquignot","m","BE","CN","Lib*","1848-11-06T00:00:00","1851-11-30T00:00:00"
1907,"P. J. Edouard","Desor","m","NE","CN","PRD","1869-12-06T00:00:00","1878-12-01T00:00:00"
269,"Stephanie","Baumann","f","BE","CN","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00"
267,"Samuel","Schmid","m","BE","CE","UDC","1999-12-06T00:00:00","2000-12-06T00:00:00"
3596,"Heinrich Otto","Weber","m","SG","CN","Dém*","1911-09-25T00:00:00","1928-12-02T00:00:00"
2504,"Arnold L. E.","Knellwolf","m","BE","CN","Grut&PS*","1917-12-03T00:00:00","1919-11-01T00:00:00"
2438,"Pierre","Jolissaint","m","BE","CN","PRD","1869-12-06T00:00:00","1878-12-01T00:00:00"
2066,"Ernest","Francillon","m","BE","CN","PRD","1881-12-05T00:00:00","1890-11-30T00:00:00"
3684,"Edoardo","Zeli","m","TI","CN","PSS","1935-12-02T00:00:00","1947-11-30T00:00:00"
1314,"Pierre","Bonhôte","m","NE","CE","PSS","2005-12-05T00:00:00","2007-12-02T00:00:00"
2806,"Arnold","Münch","m","AG","CN","Lib*","1869-12-06T00:00:00","1889-12-31T00:00:00"
3247,"Friedrich","Seiler","m","BE","CN","PRD","1863-12-07T00:00:00","1883-01-17T00:00:00"
2944,"Marcel-Edouard-Ernest","Pilet-Golaz","m","VD","CF","PRD","1928-12-13T00:00:00","1944-12-31T00:00:00"
1872,"Charles-Louis","de Rivaz","m","VS","CE","PRD","1850-07-01T00:00:00","1852-05-01T00:00:00"
630,"Hans","Letsch","m","AG","CN","PRD","1971-11-29T00:00:00","1979-11-25T00:00:00"
2268,"Rudolf","Häni","m","BE","CN","PRD","1887-12-05T00:00:00","1896-04-20T00:00:00"
1161,"Alain","Berset","m","FR","CE","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
21,"Christoph","Blocher","m","ZH","CN","UDC","2003-12-01T00:00:00","2003-12-10T00:00:00"
1668,"Germano","Bruni","m","TI","CN","PRD","1893-12-04T00:00:00","1896-12-06T00:00:00"
2352,"Fritz","Honegger","m","ZH","CF","PRD","1982-01-01T00:00:00","1982-12-31T00:00:00"
1911,"G. Adolf","Deucher","m","TG","CE","Dém*","1908-12-07T00:00:00","1910-01-02T00:00:00"
2857,"Johann Konrad","Oertli","m","AR","CN","PRD","1857-12-07T00:00:00","1859-05-01T00:00:00"
1658,"Jakob","Bruderer","m","AR","CN","PRD","1951-12-03T00:00:00","1955-12-04T00:00:00"
2556,"Andreas","Laely","m","GR","CE","PRD","1913-09-29T00:00:00","1935-03-03T00:00:00"
2556,"Andreas","Laely","m","GR","CE","PRD","1913-09-29T00:00:00","1935-03-03T00:00:00"
2556,"Andreas","Laely","m","GR","CE","PRD","1913-09-29T00:00:00","1935-03-03T00:00:00"
2962,"Ignazio","Polar","m","TI","CN","Cons*","1880-10-01T00:00:00","1893-12-03T00:00:00"
1764,"Carlo","Censi","m","TI","CN","PRD","1926-11-01T00:00:00","1931-12-06T00:00:00"
1542,"Johann-Jakob","Biroll","m","SG","CN","Cons*","1922-12-04T00:00:00","1931-12-06T00:00:00"
215,"Hans","Steffen","m","ZH","CN","DS","1995-12-04T00:00:00","1999-12-05T00:00:00"
215,"Hans","Steffen","m","ZH","CN","DS","1995-12-04T00:00:00","1999-12-05T00:00:00"
215,"Hans","Steffen","m","ZH","CN","DS","1995-12-04T00:00:00","1999-12-05T00:00:00"
215,"Hans","Steffen","m","ZH","CN","DS","1995-12-04T00:00:00","1999-12-05T00:00:00"
1910,"Adolf K. W.","Deucher","m","TG","CF","Dém*","1883-04-10T00:00:00","1912-07-12T00:00:00"
3886,"Hans","Grunder","m","BE","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3886,"Hans","Grunder","m","BE","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3886,"Hans","Grunder","m","BE","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
471,"Felix","Gutzwiller","m","ZH","CN","PRD","2003-12-01T00:00:00","2007-12-02T00:00:00"
471,"Felix","Gutzwiller","m","ZH","CN","PRD","2003-12-01T00:00:00","2007-12-02T00:00:00"
2388,"Johann","Imfeld","m","OW","CE","Cons*","1848-11-06T00:00:00","1849-04-01T00:00:00"
2244,"Robert","Haab","m","ZH","CF","PRD","1929-01-01T00:00:00","1929-12-31T00:00:00"
3486,"Alberto","Vigizzi","m","TI","CN","PRD","1921-02-07T00:00:00","1927-06-27T00:00:00"
1802,"Christian","Clavadetscher","m","LU","CE","PRD","1955-12-05T00:00:00","1971-11-28T00:00:00"
1802,"Christian","Clavadetscher","m","LU","CE","PRD","1955-12-05T00:00:00","1971-11-28T00:00:00"
1802,"Christian","Clavadetscher","m","LU","CE","PRD","1955-12-05T00:00:00","1971-11-28T00:00:00"
3548,"Eduard","von Steiger","m","BE","CF","PAB","1951-01-01T00:00:00","1951-12-31T00:00:00"
3500,"Jakob J.","Vogelsanger","m","ZH","CN","PSS","1890-12-01T00:00:00","1905-12-03T00:00:00"
3500,"Jakob J.","Vogelsanger","m","ZH","CN","PSS","1890-12-01T00:00:00","1905-12-03T00:00:00"
1454,"Gottfried","Bangerter","m","BE","CN","PRD","1890-12-01T00:00:00","1902-11-30T00:00:00"
